category,song,lyrics,label
Southern,政治家,危機議員達のパラダイス銭乞う日のアリバイバレるような折りは御苦労俺はラッキー知れずハッピーいい暮らしと大枚抱いてノホホン営利議員だけのシンパサイズ潤おう手にマーチャンダイズ受ける法の網はどうしよう(Ev'ry word fakes you)俺はラッキー知れずハッピー先人は愛人抱いてオロロン啓蒙は低級党じゃ暗いWhere is your paradise?It's better on my side寄らば大樹の影のように色はGRAY o Come on!!Ah Ah Look up to your heaven危機議員達のパラダイス世に問う日のアドバイス当選(うか)る前の策は御苦労(Ev'ry word fakes you)俺はラッキー知れずハッピー政略で令嬢抱いてノホホン曖昧な迷宮性が美味いWhere is your paradise?It's better on my side待てば手形の雨が降る街はGRAY o Come on!!Woo Baby C'monWoo Now I'm aloneWoo Baby C'mon Ah Ah色はGRAY o Come on!!街はGRAY o Come on!!,3
Southern,世界の屋根を撃つ雨のリズム,"わ!! 超素敵よ!! 大河ドリーム我れは戸惑う渡来朱印船 Chinese Scream愛は陽炎エバーグリーンの時代に憧れて乗れそうな明日のトレイン未来のために踊ろうよ 俺と Go-Go今宵無礼講 舞妓ドリーム夜這い頑張ろうしゃあない祗園さん Oh, 寒む Freeze笑い飛ばそうLove and Peace の風に吹かれて舞い上がる紙のエアープレインドバイの夜の広場で 君と Yo-Yo甘い高麗 オレンジジュースアーメン ソーメン Princess News贈賄 収賄 少年 ScoopToday狂乱 騒乱 光線銃ワイセツ カーセックス トーテムポールWoman needs Man, Rhythm & BluesNo Way「僕を見て 絵に描いた僕の家誰も知らない雲の上 踊ろう」わ!! 超素敵よ!! 大河ドリーム我れは戸惑う渡来朱印船 Chinese Scream愛は陽炎ブルージーンに髪を束ねて待ちわびる明日のトレイン世界の屋根を撃つ雨のリズムで 俺と Go-Go甘い高麗 オレンジジュースアーメン ソーメン Princess News贈賄 収賄 少年 ScoopToday狂乱 騒乱 光線銃ワイセツ カーセックス トーテムポールWoman needs Man, Rhythm & BluesNo Way",3
Southern,せつない胸に風が吹いてた,せつない胸に風が吹いてた帰らぬ　My Old Days大人になるための裁きを受けて羽ばたく友達(とも)が落した夢の数を独りきりで数えた夜名も無い歌にやわな生命(いのち)を捧げた　Long Long Timeあこがれは無情な影だと言われ去りゆく友達(とも)が残した旅の地図は夏の空に溶けていった虹のように消えたストーリーもう二度と戻れない時代(とき)を越えてこの胸に浮かぶストーリー幻と知りながら熱い涙愛しい女性(ひと)も今は何処(どこ)かで呟(つぶや)く　My Old Daysさざめく波はやがて嵐に変わり激しい雨が流した人々(ひと)の罪が現在(いま)は俺の中に宿る虹のように消えたストーリー遠去かる面影を抱いて眠れこの胸に浮かぶストーリー待ちわびた者だけが憂う世界I wonder if we can be right ?They told me “Take care 'bout what's in your sight”ためらいがちに歩いた遠い過去が終わりの無い道に変わる虹のように消えたストーリー悲しみを分け合えた他人(ひと)もいないこの胸に浮かぶストーリー愛だけじゃ奪えない七色の未来,3
Southern,01MESSENGER ?電子狂の詩(うた)?,"君はいったい誰なの?いつも闇の帝都でヤンチャしてるけどメガロポリスを網羅する幻影はマルチ・メディアか?電脳の悪魔か?愛という名のバーチャ・ゲームロール・プレイの主役は夢の抜け殻なのさ人間の欲望が電子の川を下り情報の海へ墜ちる時ひとり愚かなピエロが波に呑まれマニュアル抱いて溺れてた孤独の部屋にプライベート・アイズこんな時代は誰もが管理されてるものさ愛なき世界 悲しき願い欲望にかられた我らが栄光?魅惑の世界 明日への誓い人間より進化けた悪魔に恋をしよう Oh,yeah時空を越えたメディアが仕事、対話、恋愛、身売りも処理するテクノ官能の女神と居間で交尾するたび猿は虜になる愛という名のバーチャ・ゲーム手元操作で涙の糸もこんがらがるさ愛なき世界 悲しき願い心奪われた哀れな抵抗?魅惑の世界 明日への誓い秘密にゃ出来ないエロスを銭で買おう Oh,yeah?VOICE OF COMPUTER?ロマンを牛耳る僕 Okie-Dokie彼女に挿入たい男性のフロッピー世間を肴に僕 Wokie-Wokie今にも漏れそうなマルヒのコピー愛なき世界 悲しき願い欲望にかられた我らが栄光?魅惑の世界 明日への誓い人間より進化けた悪魔の抵抗?現代のは偉い?それともセコい?情報にとらわれた我らが栄光?ガラスの都会 インポな社会何もかもがお洒落なメディアに媚びを売ろう Oh,yeah Wah…Uh…君はいったい誰なの?いつも闇の帝都でヤンチャしてるけどメガポリスを網羅する零一だけの無情なメッセンジャー",3
Southern,壮年JUMP,色んな歌　ありがとう　ステージで君が踊る虹色のスポットライト可憐な花　汚れなきイメージよ夢ん中でキスしてロンリー・ナイト待ちわびた瞬間(とき)は今目の前に神が降りた今、僕は生きている命の限り声あげて誰にだって胸トキメキのアイドル、アイドル 【アイドル】恋は波の上周りはみんな君に夢中のライバル、ライバル 【ライバル】僕はメロメロ旅立ちの日　さよなら　ステージよ青春の陽は　燃え尽きたんだなこんなにお別れが辛いとは僕はひとりで歩くのさ切なさは海の色ため息が出ちゃうほど君去りし夏は今人の温もりさえも無く芸能界(ショービジネス)の一寸先はジャングル、ジャングル 【ジャングル】虎や狼がブルーになって悲しい時はシュワーっとサイダー 【サイダー】闘魂の炎(ひ)が燃え上がる色んな歌　ありがとう　ステージであの素晴らしい日々は帰らず夢とロマンのスーパー・ヒーローは未来のドアを開け去ってった誰にだって胸トキメキのアイドル、アイドル 【アイドル】だけど雲の上円(まる)になって肩寄せあったライバル、ライバル 【ライバル】また逢うまでは達者でななんてったって最強なのはアイドル、アイドル 【アイドル】君にメロメロ夢ありがとう　グッバイ 【グッバイ】僕はメロメロ,3
Southern,Soul Bomber (21世紀の精神爆破魔),"Stomach　痛みぬ俺の肉体(からだ)は病んでるHeadache　割れそうさ骨の髄まで砕けるSoul Bomber, Just breaking my heart荒れ果てた脳内Soul Bomber, It tears me apart黄昏の My lifeI can't sleep　眠れない闇のおぼろに　ButterflyDeep freeze　死にそうさ爪の先までシビれるSoul Bomber, Just breaking my heart憧れはもう無いSoul Bomber, It tears me apart泣きっ面(つら)の My life他人(ひと)の目も世の現状も怖い、しょうもない(Beep beep mm beep beep mm, You're making me cry!)嘘か真実(まこと)の葛藤に憂い酔えない　嗚呼　Ah, ah.....惰性で飲む酒、沁(し)む煙草のけむり身を切り裂く修羅場よ　1.2.3.4.5.Stomach　痛みぬ腹で暴れる　KangarooHeadache　割れそうさ床に朝まで倒れるSoul Bomber, Just breaking my heart荒れ果てた脳内Soul Bomber, It tears me apart黄昏の My life時代(とき)の流れも喧噪も怖い、しょうもない(Beep beep mm beep beep mm, You're making me cry!)見栄と嫉(そね)みの葛藤に憂い切ない　嗚呼　Ah, ah.....安静のため錠剤、血に混じりてララバイ老いさらばえ涙も　1.2.3.4.5.Soul Bomber, Just breaking my heart荒れ果てた脳内Soul Bomber, It tears me apart憧れはもう無いSoul Bomber, Just breaking my heart黄昏の My life",3
Southern,そんなヒロシに騙されて,おまえが好きだと　耳元で言ったそんなヒロシにだまされ渚に立たずむ踊りが上手で　ウブなふりをしたそんなヒロシが得意なエイト・ビートのダンス泣いたりしたら　いけないかもねディスコティークは　夜通し熱いだから一言下さい恋の行方はメランコリーだからお前はステキさ愛が消えてく　横須賀に小粋なリードで私を誘ったあんな男が今さら許せるでしょうか二人の仲は永遠だものジュークボックス鳴り続けているだから彼氏に伝えて口づけだけを待っている胸の鼓動が激しいサイケな夏を　横須賀で,3
Southern,Tiny Bubbles(Type-B),Tiny BubblesI'm gonna hurt you like you done meTiny TinyIt's gonna be your own fault babeTiny bubbles Someone is gonna hurt you badAre you a fool?Are you a fool?Or is it trueTiny BubblesI'm gonna hurt you like you done meTiny TinyIt's gonna be your own fault babeTiny bubbles Someone is gonna hurt you badAre you a fool?Are you a fool?Or is it trueOnce I had a little girlher name was LizShe has gone away from here to stayI don't know how to take care of a girlAnd you know that I can't make itOnce I had a little girlher name was LizShe has gone away from here to stayI don't know how to take care of a girlAnd you know that I can't make itTiny BubblesI'm gonna hurt you like you done meTiny TinyIt's gonna be your own fault babeTiny bubbles Someone is gonna hurt you badAre you a fool?Are you a fool?Or is it true,3
Southern,太陽に吠える!!,"思い出の海に行こうよ 二人で今は亡きあなたの姿生きるのは何故にこうも虚しいの?灰色の雲行く空よ二度と愛する人もないからどうかこのまま僕を去かせてひとりぼっちの胸に響くは母が唄ってくれたララバイ燃える夏のスローダンス 江ノ島で命懸けたロマンスI got the blues.炎のようにスローダンス 夢なのか?恋の季節は涙で終わるの降りそそぐ太陽の破片(かけら)で傷ついた精神(こころ)と肉体(からだ)その妖艶な恥じらいと寡黙な誘惑に魅せられて僕は…深い海に身を投げても逢いに行こう時間(とき)が潮風あびて錆びつき他人(ひと)の想いが色彩(いろ)を褪せてもこの手に残る愛のぬくもりは永遠(とわ)に消せないOur love will never die.裸のままスローダンス 愛し合い濡れた恋のバカンスOh, I got the blues.砂にまみれスローダンス 離さない星降る夜に二人は踊るの燃える夏のスローダンス 江ノ島で命懸けたロマンスI got the blues.炎のようにスローダンス 夢なのか?恋の季節は涙で終わるの思い出の海に行こうよ 二人で今は亡きあなたの姿Oh, baby…oh, baby.Please, don't go.I'm always missing you.Please, come back, come back, again.流れ星ひとつ消えた",3
Southern,太陽は罪な奴,Do you believe me?And do you need me?君無しじゃ　恋はおぼろ愛されて咲くという向日葵(ひまわり)のような熱い肌に恋しようDo you rememberA love so tender?揺れる胸は手にし頃罪深き夏という魔性の季節(とき)は終わりなき Long Vacation二つの影が寄り添うたびに口づけ交わす砂の上高気圧はVenus達の交差点愛欲にときめくStageあの空へしぶき上げて太陽にKissをしようDo you believe me?And do you need me?眩(まぶ)し過ぎて目も虚(うつ)ろこの恋に勝つという灼熱の浪漫戯(たわむ)れにシャツを脱ごうDo you rememberA love so tender?青春の日々はおぼろさよならの度(たび)にまた来る夏を待ちきれぬ Long Vacation涙こらえて渚を行けば想い出だけが蘇る高気圧はVenus達の交差点愛欲にときめくStageあの空へ虹を架けて太陽に逢いに行こうAクラスの姐ちゃん達の放射線悩殺にヨロめくStageあこがれた女性(ひと)はなぜか太陽のニオイがした高気圧はVenus達の交差点愛欲にときめくStageあの空へしぶき上げて太陽にKissをしよう恋する夏は去(ゆ)く太陽は罪な奴,3
Southern,闘う戦士(もの)たちへ愛を込めて,悲しい噂　風の中悪魔が俺に囁いたこの世はすべて裏表嘘と真実(まこと)の化かし合い一か八かの勝負時いつもアイツが現れる悪意のドアをこじ開けて心の隙間に忍び寄る自分のために人を蹴落として成り上がる事が人生さそれを許さず抗(あらが)う相手には殺(や)られる前に殺(や)るのが仁義だろう？寄っといで　巨大都市(デっかいまち)へ戦場で夢を見たかい？しんどいね　生存競争(いきていくの)は酔いどれ　涙で夜が明ける時に気高く　情け深く組織ん中で振る舞えば同じ匂い嗅ぐハイエナが餌を求めて群れをなす疑惑の影が追ってくる悪い予感に身悶える魔力を持ったオンナ達それに魂を売るオトコ達西陽が俺の孤独を憐れんで振り返ればそこに長い影道に倒れた人を踏み越えて見据えたゴールへとひた走るさあ、おいでタフな野郎は根性ねえ奴ぁ　オサラバNight and Day　この企業(ばしょ)で闘う戦士(もの)たちへ愛を込めて大量の株が売られていった何故だろう？噂がひとり歩き始めたどうしたの？弊社を「ブラック」とメディアが言った違う違う寄っといで　巨大都市(デっかいまち)へ戦場で夢を見たかい？しんどいね　生存競争(いきていくの)は酔いどれ　恋も捨てて…さあ、おいでタフな野郎は根性ねえ奴ぁ　オサラバNight and Day　この企業(ばしょ)で闘う戦士(もの)たちへ愛を込めて,3
Southern,タバコ・ロードにセクシーばあちゃん,"タバコ・ロードで逢った Sexy ばあちゃん夢多かりし年ごろ別れたじいちゃん　どこにおると見境なく　Serchin' for him今にも泣きそうな Sexy ばあちゃんあきらめず　耐えきれず　(Oh Sexy ばあちゃん)あまり無理をするほどにはいかずとも　じいちゃんに逢いたいOh! No! ふたりともに夢から醒めた時には　90 years old(寄る年波)別れたままこのまま死にきれず　ばあちゃんは　Only one without Funky じいちゃん心の夫よ　C'mon, C'mon, C'mon, C'mon in恋して燃えて　So long, So long, So long, So long.She's gonna move, She's gonna move別れた人を今さら忘らりょかShe's gonna die, She's gonna dieこれじゃばあちゃんもつらい　Oh! yeah!タバコ・ロードで逢った Sexy ばあちゃん夢多かりし年ごろ別れたじいちゃん　どこにおると見境なく　Serchin' for himNo! No!　そばに居てたころから彼と行きたやタバコ・ロード(それだけなの) 夜になれば寒かろこのままじゃじいちゃんは 　Nowhere man without Sexy ばあちゃん心の夫よ　C'mon, C'mon, C'mon, C'mon in恋して燃えて　So long, So long, So long, So long.心の夫よ　C'mon, C'mon, C'mon, C'mon in恋して燃えて　So long, So long, So long, So long.She's gonna move, She's gonna move別れた人を今さら忘らりょかShe's gonna move, She's gonna move別れた人を今さら忘らりょかShe's gonna die, She's gonna dieこれじゃばあちゃんもつらいじいちゃんもいないで情けないもんねタバコロードで……………",3
Southern,旅姿六人衆,毎日違う顔に出逢う街から街へとかみしめてる間もないほどにOh! no! oh! no!喜びや夢ばかりじゃないつらい思いさえひとりきりじゃ出来ぬことさここにいるのもお前が目の前にいるならいいステキな今宵を分け合えりゃまた逢えるまでは　この時を忘れないでいて華やかな者の影で今動く男達Mr. Suizuらがいてくれたら今日も大丈夫Oh! baby!お前が目の前にいるならいいステキな今宵を分け合えりゃまた逢えるまでは　この時を忘れないでいてLa La La......,3
Southern,Tarako,"I stare into the mirrorFlashback on us togetherWarm nights moonlight surrenderRight now it's all stormy weatherRain's falling againHere comes a tearFor my distant loverPain's calling againShe's not home whenI need to share my loveI miss the tender momentsWish I could call and tell herI swim in deep emotionI'd drown without my umbrellaRain's falling againHere comes a tearFor my distant loverPain's calling againWhat can I do 'cosI just can't forget her loveI'm packing my bags tonightTurn to the wind andchase the sound of thunderHow can't I make it rightWhen she's gone from meOh, oh, she let go -But I'm holding onAnd I'm still looking throughThe window paneI walk into the sunlightAnother lonely morningDaybreaks and feels the dangerHeartbreaks without any warningRain's falling againHere comes a tearFor my distant loverPain's calling againShe's not home whenI need to share my loveI'm packing my bags tonightTurn to the wind andchase the sound of thunderHow can't I make it rightWhen she's gone from meOh, oh, she let go -But I'm holding onAnd now there's nothing left for me to doOh…Rain's falling againHere comes a tearFor my distant loverPain's calling againShe's not home whenI need to share my loveRain's falling againHere comes a tearPain's calling againWhat can I do",3
Southern,DIRTY OLD MAN ?さらば夏よ?,"哀(あい)泣き笑い　時代(とき)は流れた強者(つわもの)達の夢の跡あの日の熱い僕はもういない燃え尽き…死んだはずさもう一切 金輪際(こんりんざい) Hush!! Woh!! Oh!!嗚呼(ああ) 人生 俗世間(ぞくせけん)に　目をそむけて「いい人だね」と皆に言わせて無邪気に道化を演じてる妬(ねた)みと見栄の虚(むな)しい毎日今宵も…泣いてホロリ目一杯 精一杯 Guts!! Woh!! Oh!!嗚呼 人生 大惨敗へ　Go!! Ready go!!泣き濡れた僕は惨(みじ)めな Dirty old, dirty old man夢のような過去が巡るよ Merry-go, merry-go-round神が決めた小粋なルールには早幾年(はやいくとせ) あやまちと無礼見舞い中 Woo, hoo…大事なものは若さじゃなくて素顔のままのしなやかな日々振り向くほどに人生は悪くない明日を…信じるならばもう一切 金輪際 Hush!! Woh!! Oh!!嗚呼 人生 大逆転へ　Go!! johnny go!!うな垂れちゃ駄目さ踊ろよ Get it up, stand it up, man淋し気な夜は流れる Radio, favorite songs語りかける鏡の人物は”Tell me what you see.””What you see is me.””I've got you. Woo, hoo.”La la lu… 夢じゃないアイ泣き濡れた僕は惨めな Dirty old, dirty old man夢のような過去が巡るよ Merry-go, merry-go-roundうな垂れちゃ駄目さ踊ろよ Get it up, stand it up, man愛されたいのさ涙の…Dirty old man恋に濡れた真夏の情緒にも早幾年 あやまちと無礼見舞い中 Woo, hoo…La la lu… 終わりじゃないアイ　La la lu…",3
Southern,茅ヶ崎に背を向けて,"ほんとうに今まで　ありがとうさびしいね　これから先だって見なれた街　後にするの誰よりも信じているからいわないで　その言葉はだってあなたのこと　わからないわOh! Baby　今夜は雨はないだろうDarlin', Let me see your smileさらば　背を向け　茅ヶ崎せめないで　せつない胸だって今夜は　ホラここで二人Oh! Baby　今夜はこれでいいだろうDarlin', Won't you see my way.",3
Southern,チャコの海岸物語,海岸で若い二人が　恋をする物語目を閉じて　胸を開いてハダカで踊るジルバ恋は南の島へ翔んだまばゆいばかりサンゴショー心から好きだよ　チャコ抱きしめたいだけどもお前はつれなくて恥ずかしがり屋の二人は　交す言葉もなくて砂浜を指でなぞれば口づけを待つしぐさ俺とお前だけしかいない星はなんでも知っている心から好きだよ　ミーコ抱きしめたい甘くてすっぱい女だからエボシ岩が遠くに見える涙あふれてかすんでる心から好きだよ　ピーナッツ抱きしめたい浜辺の天使を見つけたのさ浜辺の天使を見つけたのさ,3
Southern,TSUNAMI,"風に戸惑う弱気な僕通りすがるあの日の幻影本当は見た目以上涙もろい過去がある止めど流る清か水よ消せど燃ゆる魔性の火よあんなに好きな女性に出逢う夏は二度とない人は誰も愛求めて 闇に彷徨う運命そして風まかせ Oh,My destiny涙枯れるまで見つめ合うと素直にお喋り出来ない津波のような侘しさにI know ..怯えてる.Hoo...めぐり逢えた瞬間から魔法が解けない鏡のような夢の中で思い出はいつの日も雨夢が終わり目覚める時深い闇に夜明けが来る本当は見た目以上打たれ強い僕がいる泣き出しそうな空眺めて 波に漂うカモメきっと世は情け Oh, Sweet memory旅立ちを胸に人は涙見せずに大人になれないガラスのような恋だとはI know.. 気付いてる,Hoo..身も心も愛しい女性しか見えない張り裂けそうな胸の奥で悲しみに耐えるのは何故？見つめ合うと素直にお喋り出来ない津波のような侘しさにI know..怯えてる,Hoo...めぐり逢えた瞬間から死ぬまで好きと言って鏡のような夢の中で微笑をくれたのは誰？好きなのに泣いたのは何故？思い出はいつの日も…雨",3
Southern,冷たい夏,浜辺に咲いた紫の涙はかない花びらはまぼろし憂いの顔を潮風に染めて暮れゆくひとときを彩る冷たい夏は今日も通り雨きっとお前も震えている思い出を結んだ恋の花誰かの温もりで濡れている悲しみを紡(つむ)いだ絹の色誰かが愛しくて愛しくて星を見てる見果てぬ夢の跡だけが残り季節は静かに流れゆくふたつの影は足跡に変わり記憶の片隅でとぎれた開かない空に俺を閉じ込めて雨が魔性の夏を告げるため息を繋(つな)いだ恋の歌誰かの口元で泣いているこの胸に響くは波の音今でも逢いたくて逢いたくて月をあおぐ思い出を結んだ恋の花誰かの温もりで濡れている悲しみを紡(つむ)いだ絹の色誰かが愛しくて愛しくて星を見てる,3
Southern,天国オン・ザ・ビーチ,"(Let's Go！)輝く太陽　あの娘(こ)に逢いたいギンギラギンにやっちゃうよ！！生まれたまんま　男と女濡れて弾けてチュッチュッチュ　(チュー)イルカに乗って　遊びに来た僕らは海辺のホテル　空いた部屋無くキャンセル待ちだよ甘いよメロン　デカイよスイカ割れ目が「ジュン！！」と鳴っちゃった　(鳴っちゃったー！！)種を飛ばそう　果汁(しる)を垂らそうカラダが目当てパイのパイのパイ　(オッパーイ！！)谷間がエロス　ピリ辛タコス　アン ドゥ トロワ蒸し風呂車内　吹き出す汗反り立つトーテムポール走れ真夏のドライブウェイ　(Go！Go！Go！Go！)愛をこの手で掴もう！！　(Go！Go！Go?！)熱い砂の浜辺であっちっち　GO　広い海　GO好きなあの娘とふたり　(Go！Go！Go！Go！)ここでガツンとキメよう！！　(Go！Go！Go?！)マイ・ベイビー・バラバラ　ロックンロール　(Oh, yeah！)亀はスイム　スイム　スイム(Let's Go！)夢も希望も　ハミケツほいほいビキニも取れてウッシッシー！！　(ウッシシー！！)口づけして　吸って吸って吸って喘ぎ悶えてア、ハ、ハーン　(ア、ハーン)気がついたら　ひとり砂に埋もれて誰もいない　夜の渚星を眺めてた燃える季節の中で　(Go！Go！Go！Go！)ハメをハズすもイイじゃない　(Go！Go！Go?！)ここは天国オン・ザ・ビーチヒデキ　ブルー・スカイ・ブルー恋はリズムに乗せて　(Go！Go！Go！Go！)ありったけの想いを　(Go！Go！Go?！)いとしあの娘に叫ぼう　(Oh, yeah！)アワビ　Oh, so sweet(Yeah！)走れ真夏のドライブウェイ　(Go！Go！Go！Go！)愛をこの手で掴もう！！　(ファイト?！)熱い砂の浜辺であっちっち　Go　広い海　Go　(Yeah！)好きなあの娘とふたり　(Go！Go！Go！Go！)ここでガツンとキメよう！！　(Go！Go！Go?！)マイ・ベイビー・バラバラ　ロックンロール　(Oh, yeah！)タコもスイム　スイム　スイム　(天国オン・ザ・ビーチ)(B・E・A・C・H)",3
Southern,天井棧敷の怪人,お前らいいかい今夜は呑んじゃえ！！朝日が昇るまで笑えよ　もっと少女のように！！肉体(からだ)中震わせてマジでちょっとだけムカついたオンナにはヤツの頬っぺたを張り倒してやろうかとハラハラ　ドキドキ踊ろよ　セニョール情熱のタンゴ真赤な血が騒ぐごめんよ　母さん良い子でなくて明日も旅に出る「毛皮のマリー」がイイかどうかなんて解かんないただ無性に愛が欲しくなる熟れたボディの成り上がり女優にはイヤらしいお尻(ヒップ)を嘗(な)め回してやろうかと夢見ただけだよお前らオーケイ！？今夜は呑んじゃえ！！舞台がハネるまでマジでちょっとだけムカついたオンナにはヤツの正体をふれ回ってやろうかとよくある演出(こと)だよ御来場の皆さん！！最後にブラボー！！カーテンコールをありがとうさよならを言う前に,3
Southern,Dear John,"君の声がする方へ　幼い頃誘われてOh, my dear　もうここにいない言葉で夢と恋を教えられた日々が心の奥に今も蘇る 『Strawberry Fields』強がりばかりじゃなく　ときめく弱さまでいいOh, my star　輝く星よ住み慣れた街でたぶん忘れられぬ Liverpool突然 あの日が来たね　何もかもが 『No reply』 to me夜のとばりに痛みが走りその手の先を一番好きな女性(ひと)だけに闇を切る音　彼女の前でJust with you, baby　もう一度逢いたい Johnny君のいない世界が　誰かに汚されないとOh, my word　今はもう言えない人が互いのために大事にするものが大人になるにつれて少しだけ感じる…… 『Love』",3
Southern,DING DONG (僕だけのアイドル),"Ding Dong, Ding Dong　君のベルDing Dong, Ding Dong　クリムゾンDing Dong, Ding Dong　僕を待つサインDing Dong, Ding Dong　赤いベルDing Dong, Ding Dong　カメレオンDing Dong, Ding Dong　止まらない　My MindOh, my badyDo you want me to touch?人形みたいに可愛い僕だけのアイドルLittle babyCan you feel me?小さな肉体(からだ)をこの手で抱きしめたい君だけに愛を捧げよう二人の世界へ　You're my idol.お家で遊戯(あそ)ぼうDing Dong, Ding Dong　君のベルDing Dong, Ding Dong　クリムゾンDing Dong, Ding Dong　僕を待つサインDing Dong, Ding Dong　赤いベルDing Dong, Ding Dong　カメレオンDing Dong, Ding Dong　止まらない　My MindOh, my badyDo you want me to touch?花びらみたいに綺麗な僕だけのアイドルLittle babyCan you feel me?約束をしたね　二人の秘密なのさ僕だけにすべてを見せて生命(いのち)の限りに You're my idol.お城においでよDing Dong, Ding Dong　君のベルDing Dong, Ding Dong　クリムゾンDing Dong, Ding Dong　僕を待つサインI'll give you love.涙を見せずにもう一度大人になれない You're my idol.女に変わるよDing Dong, Ding Dong　君のベルDing Dong, Ding Dong　クリムゾンDing Dong, Ding Dong　僕を待つサインDing Dong, Ding Dong　赤いベルDing Dong, Ding Dong　カメレオンDing Dong, Ding Dong　止まらない　My MindDing Dong, Ding Dong　ベルが鳴る赤い夜のサイン誰(た)がために？Hear the bells ringin' onRing one of your own.",3
Southern,DJ・コービーの伝説,"Mr.DJ!!ぐっとルーズなブルーズいらないあい何ゆえ僕は　Rock'n Roll Manもっと最高に　Driving な RockNo, No, いなたいのは　Get-out!狂えるような　Beat一晩中　Funky Rhythm響けよ　Number, Over ＆ Over AgainMr.DJ!!New York City　じゃ誰が有名だいしびれるほどの　Hot New Bandときめきのままに　ShockNo, No, 止めないでよ　Record Machineちょいと待って　Koby, Please一晩中　Funky Rhythm響けよ　Number, Over ＆ Over AgainI Wish I Could Recall Your Name今宵も　Just You ＆ Me沈み込むような　Proglam Oh, No!!Let's Play Some Music!!Na na...Rock'n RollLet's Play Some Music!!Na na...Rock'n Rollいつでも　Cover Of The Magazine　にのるアナタをながめて　Lonely, Lonely, Night,Mr.DJ!!Let's Go, Let's Go To The Radio涙じゃなくて刺激でありのままみだらにNo, No, もう一度　Twist ＆ Shoutあの　Beatles, Play Some More(shake It Up, Babe)おりこうな奴あ　Get-outアーバーなら　C'mon　愛しい　Mr.DJI Need Someone To Love Me Tonightいつしか　Come ＆ See Meアナタなら　Wolfman Jack Style, OK,Let's Play Some Music!!Na na...Rock'n Roll逢えないこの夜は　Lonely, Lonely, Night",3
Southern,TO YOU,"俺がいなけりゃ沈みこむような　アンタがいいね ladyいつの日も　Telephoneでキッス夢のような気持ちでひとりきりじゃちょいと　涙もそっと　不思議な　Boarder line心の中は　To You, To You言葉だけじゃつまんないわ　なんと云うたらエエの　lady誘われりゃ　イヤなもんじゃない　恋はからだごとがいい思い込めばきっと　アナタをぐっと　抱けたら　feelin' fineとどのつまりは　To Youつれないそぶりなんて悲しくなるだけじゃないこんな調子でいいわけないわいなもう一度だけ　Walk on byどこかの　誰かに　気付かれずに思い出を　Give it to you.　心に　amuse待ってよ　これきりなんて云わずに気持ちは　To You, To YouTo You, To Youひところよりキレイになれたね　誰のために足元が　Tre's bien な line 　恋は感じるままでいい二人でいりゃもっと楽しかろといつでも　We're gonna shineふた言目には　To You身のほど知らずなんて云われて　済むことじゃないもしもこのままでいたけりゃこれ以上　Don't let me cryOh! babe　言葉に気をつけたらいい思い出を　Give it to you. 心に　amuse待ってよ　これきりなんて云わずに気持ちは　To You, To You恋は異なものすべからく　To You, To You",3
Southern,東京サリーちゃん,"平成の怪人　東京バリー・チャン有名なテクニック“梅淋ビードロ・ライト”東洋の花代芸能ジャップは　デーモン内藤黄色い　あくび君は　男装カナリー平成の売人　望郷チャーリー・チェン新渡来“五百万円のスパニッシュ・ムーン”胸のバラ代ボウリング・シャツの　ジャイアント・マン理由(わけ)有りな守備君は雀荘カナリー夏は静かに　涼は平凡ESSE-HEIM O NO REAH,'BOOZ DAH WEAHHippy Yappy Taxi Sexy 60's JAPANESE夢の調印 NATO-MUSICAL9.平成の愛人　東京サリーちゃん外来の淫乱 ジプシー・サリーちゃん土曜の酒代強引セックスの A to Z裸のメロディ君は　男装カナリーなつかしの風景“女陰に粉”ESSE-HEIM O NO REAH'BOOZ DAH WEAHLonesome kingdom London CondomIncome Tokyo-Dome夢の湘南別荘 “エリア5”夏は静かに　涼は平凡ESSE-HEIM O NO REAH'BOOZ DAH WEAH(Oh my)Brother Sister MasterbationDoctor-Saturday.夢の調印 NATO-MUSICAL9.(Oh my)Brother Sister MasterbationDoctor-Saturday.夢の調印 NATO-MUSICAL9.",3
Southern,東京シャッフル,"恋の花咲くロマンの都　女ばかりに気もそぞろ夢もほころぶ小意気なジルバ　君と銀座のキャフェテラスZu,Zu,Zu　Gonna get higher,highI don't want to be afraidWhat a great paradiseトゥララララ　シュララ…Sugarしゃれたポーズにジンジンジンいきなリードチャチャチャ胸も踊るPiPiPi...甘くせつなく俺もがんばる情熱のカラフルムードでせまりくる　東京シャッフル流行り歌ならベニーのクラリネット　酔えば奏でるメランコリー君といるのが何よりだもの　心トレモロ　身もうつろZu,Zu,Zu　Gonna get higher,highI don't want to be afraidWhat a great paradiseトゥララララ　シュララ…SugarShy なモードにジンジンジンくどき文句でチャチャチャ愛し女よPiPiPi...愛で夜風も燃えてやんわりこれからはハイカラムードでひとしきり　東京シャッフルPiPiPi...今宵この時　濡れて交じる言葉さえいらぬロマンス",3
